step,smoothed_critic_loss,smoothed_actor_loss
0,6.384899616241455,-0.6471443176269531
100,2.5690909305421434,-1.7294838475708914
200,0.9485716672226934,-2.6170456621906544
300,0.8031008143236141,-3.17482069223234
400,1.0297884415872027,-3.7810965623005783
500,1.2698876061061821,-4.393216558022075
600,1.6377313739002342,-5.037797899529485
700,1.8488453219432641,-5.67184837737886
800,2.1003531347406974,-6.336175120703064
900,2.3592175292496633,-7.000556893868022
1000,2.742528993304413,-7.626846535371081
1100,3.1776005041481246,-8.281519672658185
1200,3.7146756944089834,-8.902936708809126
1300,4.1412406876535695,-9.53724433407925
1400,4.300952723710844,-10.19162102500991
1500,4.844616165255556,-10.83260683494039
1600,5.050358374520104,-11.4659956847087
1700,6.0419808366511125,-12.061416210514484
1800,6.380566789372133,-12.671197560754154
1900,7.322626760690519,-13.243552623408856
2000,8.142277515760743,-13.834356600695317
2100,8.504554065147248,-14.4304039360273
2200,9.404922200901673,-14.983992746560881
2300,9.444922070692082,-15.556918059245195
2400,9.87100365610406,-16.1414374927483
2500,11.382391155356228,-16.66641575275081
2600,12.067812351897212,-17.221253612253925
2700,13.28179411368795,-17.68781654433449
2800,12.666043785539005,-18.24494225908034
2900,12.679763536642094,-18.802085782041644
3000,14.886494573980276,-19.279919822617334
3100,15.13872244098399,-19.82536427337344
3200,16.307177738387985,-20.310804631450388
3300,18.128026327284257,-20.781952338643592
3400,17.935898969669154,-21.300904170121296
3500,18.22397732026506,-21.78654591399844
3600,19.779511000850412,-22.241744844040067
3700,19.41913341295601,-22.728285364585346
3800,19.606427513726867,-23.177279179639154
3900,21.24176858085217,-23.680402113659547
4000,23.309530336077852,-24.087645898951163
4100,23.453164121892193,-24.537270687594273
4200,25.388962732683314,-24.971474543656452
4300,26.110223863384512,-25.42355186160248
4400,27.107920214681343,-25.859896291600595
4500,27.25026826457222,-26.304205752835415
4600,28.22680141902206,-26.72681506317441
4700,28.047096549874485,-27.150710587454313
4800,32.52045667053449,-27.510178443228845
4900,29.356950884998433,-27.96854540381101
5000,32.230937074906755,-28.380799359614308
5100,31.706045457632236,-28.745195181062908
5200,33.0478415465591,-29.19975411065734
5300,32.40071508671978,-29.593586534556778
5400,37.31112192172815,-29.852777273348064
5500,36.27341539788954,-30.243385220518206
5600,32.80644277534863,-30.725415050393284
5700,35.536176042981666,-31.05424199245944
5800,37.39851285915564,-31.419681756803303
5900,36.59926589644781,-31.815929922727076
6000,38.728599047896886,-32.15531498370785
6100,36.91527268438056,-32.57814792595288
6200,37.95638569510809,-32.958099478542216
6300,38.42804181457746,-33.33960104460763
6400,44.65247039983768,-33.594144197973876
6500,44.55151363410572,-33.97202980872428
6600,45.740528262487736,-34.27350099015944
6700,44.14712887707323,-34.567107776604075
6800,45.93133485435259,-34.90218432586972
6900,45.94719120063404,-35.27649983321086
7000,46.22428801980349,-35.57801025692779
7100,46.372445370891306,-35.98202163394135
7200,47.47901588147229,-36.24928457430094
7300,52.39558621680383,-36.398207334008546
7400,51.623925624507486,-36.763450244865794
7500,50.167893216161445,-37.08402153997138
7600,49.50321335131579,-37.403642446687904
7700,50.585657046573,-37.672651763009554
7800,56.048113438162474,-37.88886721771542
7900,49.498795757199275,-38.222882639063464
8000,58.81790500112099,-38.33538266927889
8100,56.03793341098446,-38.65799864211885
8200,56.814640208046036,-38.89003523269502
8300,56.450210441457166,-39.158316583916694
8400,58.49642245132144,-39.36333155868077
8500,52.37251284098861,-39.69154101079053
8600,63.198590967914846,-39.79873487264803
8700,54.83494810302659,-40.13767699439927
8800,61.668383695111416,-40.304272037921564
8900,60.489749889562624,-40.57864678260123
9000,63.667776183326644,-40.769097280974435
9100,63.81748116842591,-40.9702624708119
9200,58.62670496194669,-41.27114286517153
9300,67.98506474022818,-41.316278174372
9400,62.783762801991834,-41.602906255438775
9500,62.54566245740003,-41.82750645250377
9600,65.4376454306121,-42.11096013890635
9700,73.67276432962701,-42.15751855680258
9800,70.71644237253926,-42.40564486059812
9900,67.72713525460499,-42.698991190088854
10000,71.80562435518397,-42.86592241797117
10100,66.01469775709775,-43.139741123312774
10200,76.9045044195534,-43.199498280440224
10300,76.9789911402334,-43.4113180708177
10400,72.19740823944016,-43.63986893455581
10500,70.13957779950435,-43.86845579241762
10600,67.12242808908519,-44.0490244497167
10700,69.04824347071128,-44.171783938266266
10800,75.76741664008338,-44.27137303116298
10900,78.34488487243652,-44.41040416755298
11000,74.76251409077409,-44.630404255177716
11100,79.40580896575852,-44.57890251839515
11200,83.58222501820858,-44.757432050043995
11300,64.29233853651745,-45.15301215294564
11400,67.33139227876569,-45.35242254427164
11500,78.88887682527599,-45.40008488267955
11600,77.407141454149,-45.53416314455542
11700,80.02075083421009,-45.69624177536162
11800,72.11729839060567,-45.93835252818495
11900,80.85992560528292,-46.03032317964157
12000,84.90216832349796,-46.138821139194
12100,72.00106037725317,-46.3978749643458
12200,77.18430490540986,-46.484463833346226
12300,80.53885398052707,-46.56307549051719
12400,81.73754312496374,-46.75048979202119
12500,75.57555406872589,-47.01623810871993
12600,78.49543419450816,-47.08813412354724
12700,80.71884848339722,-47.21667858161548
12800,89.61495884810344,-47.2212823546759
12900,76.11941810409621,-47.453239856380044
13000,84.00166664029112,-47.42896588013904
13100,75.86809384940875,-47.60304547300433
13200,85.15668352051537,-47.65527339973072
13300,84.5679555883502,-47.72881872347086
13400,78.7863218335822,-47.917643027730506
13500,85.8680664241904,-47.88305667839428
13600,83.47230701871437,-48.051987902952895
13700,85.78224770857555,-48.06548909857722
13800,89.34014820344377,-48.08156336416112
13900,94.71896538876071,-48.0777218507068
14000,84.87477100249565,-48.178369880902885
14100,86.49681431704228,-48.394034092969235
14200,82.97706910407189,-48.37916950188061
14300,83.78369662785295,-48.424400518436244
14400,104.00452516102555,-48.265228158176534
14500,84.98165254073568,-48.367342051893175
14600,88.82577938844662,-48.50074564112295
14700,93.39900738650029,-48.472068333389736
14800,97.01153433440936,-48.414265774264194
14900,85.34264908686723,-48.53607638519589
15000,84.7061329879383,-48.59422015199567
15100,79.30468644718133,-48.84889969023148
15200,93.5499163995875,-48.76434046679204
15300,104.677203834647,-48.692094708433245
15400,92.42998128834337,-48.91470775037709
15500,87.97234233063047,-49.042900047679936
15600,88.1835032618872,-49.0603919831833
15700,81.28227475374052,-49.262502387018486
15800,86.18245722987864,-49.311885456047435
15900,85.85329018961085,-49.52941343099764
16000,92.91225367961543,-49.561076286995764
16100,101.28818986911585,-49.48583674666905
16200,93.05160540401346,-49.69797478099861
16300,82.92785242760536,-49.96786087338287
16400,97.00661399576924,-49.91986310600054
16500,95.41351182389967,-49.96136353747679
16600,88.8988890789523,-50.117085522944386
16700,93.14857869573159,-50.08278013928102
16800,88.56808779735377,-50.331266044390084
16900,92.40807872243447,-50.23300926284035
17000,95.53944360147608,-50.18094808748453
17100,81.23846917105193,-50.35577993109675
17200,81.62504630985826,-50.47508723192876
17300,92.7685985517974,-50.406350768438664
17400,84.9519371301821,-50.43726624592696
17500,88.13611422907007,-50.39835123496481
17600,97.7816356904436,-50.40981005678083
17700,93.3002647598191,-50.50059369531008
17800,99.44518760879441,-50.491552069635674
17900,93.70917936834958,-50.549168426211516
18000,93.32008073825648,-50.48149720749053
18100,98.93552158846714,-50.37820166408426
18200,94.2734870863433,-50.57007844377272
18300,94.15656361249414,-50.585373755728845
18400,91.36126862422074,-50.590837195368096
18500,97.77036260378243,-50.55794933054707
18600,84.44588456295504,-50.702160334823155
18700,94.43766386202066,-50.59012513113494
18800,90.75347388616883,-50.70789918805113
18900,95.53460463911,-50.73790076227471
19000,105.64060343138063,-50.559406922595336
19100,91.17953926501887,-50.635895530776224
19200,89.0732533011106,-50.76725040095867
19300,102.6098784645005,-50.60448463364403
19400,82.29158609220298,-50.730658880554806
19500,92.55198141607907,-50.46525800346148
19600,94.40712876367097,-50.628018029845585
19700,92.06328157387158,-50.64338287504593
19800,92.64243994372906,-50.66496737640683
19900,99.68344204024513,-50.665600578383646
20000,89.51625342888407,-50.8621758564864
20100,87.90678342498175,-50.85570677200166
20200,89.79974565883674,-50.94767734791973
20300,90.81928324463344,-50.937816128872406
20400,93.80376541024387,-50.93480436872728
20500,92.57729210003768,-51.048543684553394
20600,95.45069457988927,-50.9522003702598
20700,97.35955973426894,-50.93278008640402
20800,99.57414854635107,-50.8717247235893
20900,86.72583160305967,-51.04671810641147
21000,88.67856211237388,-51.05049035100654
21100,95.35105547338429,-50.96732889307607
21200,97.31172294427853,-50.87790166269435
21300,88.89768857767086,-51.04493909779161
21400,104.105370922844,-50.80530903126934
21500,95.8784715067042,-50.75526488653504
21600,91.00717990233166,-50.84204029800868
21700,91.60355951290319,-50.792219445256904
21800,102.32833152242226,-50.825543998491646
21900,82.51105162884929,-51.13606821192373
22000,95.13817393897784,-50.99267876502311
22100,89.45213372164433,-51.07419208488842
22200,89.20990358720911,-51.10982237711991
22300,98.4259547809563,-50.97676600087987
22400,103.94813980914579,-50.91397041849571
22500,92.2150276391813,-51.04604373591961
22600,92.15063510554852,-51.16218910594978
22700,105.31866550445557,-50.99710090561668
22800,89.84895829399034,-51.16048548481252
22900,94.56305718185878,-51.14854302736792
23000,103.70447648397767,-50.95043016188215
23100,96.93672047511185,-51.02203996110671
23200,104.22021977264102,-50.870948678196065
23300,103.32922338259102,-50.78693975316416
23400,85.99431570449678,-50.86970323619276
23500,103.76341047145353,-50.83946371550607
23600,94.82045927142153,-50.81497343459932
23700,98.53979472358628,-50.67457739197382
23800,106.98516463053109,-50.492507292492554
23900,96.3652899548559,-50.537563928283085
24000,90.69364995767575,-50.486228678486135
24100,99.4899731626605,-50.44315232380782
24200,95.80156191740886,-50.49819553488552
24300,91.04154184549162,-50.54013454323948
24400,84.59254492391455,-50.540709278371075
24500,96.33606940212816,-50.38905372241936
24600,99.66252021506281,-50.336445383506245
24700,87.15903060271008,-50.33098708048905
24800,110.35409796119916,-50.12639300657971
24900,93.60657992457399,-50.15083720896504
25000,93.30974098243335,-50.12512203254322
25100,90.072797109585,-50.30142498960589
25200,89.4469727242347,-50.28166266715173
25300,91.39729014953764,-50.39578824940294
25400,93.27761132174199,-50.37152250686494
25500,96.80880306262782,-50.292724005066525
25600,97.08974575288225,-50.32182334673287
25700,96.77293859141888,-50.302520260952484
25800,89.50424488228147,-50.37680601365496
25900,93.75298424522475,-50.340591543971904
26000,99.8080027221453,-50.25866574580127
26100,90.22146104113891,-50.40633739811359
26200,91.87749309587007,-50.41909971331606
26300,91.70188067691161,-50.46361447324847
26400,100.86767895386951,-50.19959368564115
26500,101.75331027200906,-50.14108672944626
26600,98.67425054606825,-50.175056684135214
26700,94.70955150906403,-50.186094454019376
26800,95.70083209783724,-50.03455031744324
26900,105.17192453204996,-49.98896664912158
27000,98.53058595468502,-49.96128667699229
27100,88.43341697088563,-49.98059916732335
27200,95.727290273893,-49.870392336703766
27300,87.49052238464355,-49.94408820879342
27400,88.93454833550028,-49.848462359740005
27500,91.76194149904912,-49.82438323521378
27600,99.3241445428074,-49.60602388287535
27700,97.80883518067917,-49.577728271484375
27800,90.1608416113523,-49.575015266342916
27900,89.35910050703747,-49.512916073940765
28000,95.357516279315,-49.41327391520585
28100,86.1625428199768,-49.526254861661705
28200,95.94810555713012,-49.366547008552175
28300,92.8703142439965,-49.4141459323392
28400,82.99693213595022,-49.38685672117932
28500,90.73233977166733,-49.295904216199816
28600,85.742084625924,-49.23236835593044
28700,83.4646690151479,-49.22167096279635
28800,92.60543716071857,-49.18787977010897
28900,84.17975014979297,-49.23874067552019
29000,90.05121274749831,-49.06609975229396
29100,89.12789746558312,-49.149386830849224
29200,84.52701670108455,-49.175889345678954
29300,80.42379459060065,-49.23073615650139
29400,88.02100670455707,-49.08778615517191
29500,92.80127414618389,-49.068255509480394
29600,88.68447310381596,-49.27126943002833
29700,92.02834451788723,-49.28583141364673
29800,90.82989910333464,-49.35899760935566
29900,77.66863417153311,-49.46238073972192
30000,88.8991208666622,-49.38130025580378
30100,90.8713646005876,-49.384322893501505
30200,87.66519364272014,-49.43376390060576
30300,88.32639654556124,-49.329171964437656
30400,85.42569573562925,-49.37375909031027
30500,85.11996822546024,-49.32242961921314
30600,86.44637310859001,-49.20096980935276
30700,90.0749275401087,-49.05725127871674
30800,80.11219835045314,-49.13256137205823
30900,85.89120393696398,-49.21387368381613
31000,93.36263009581235,-49.06747885977868
31100,88.50012643738549,-49.29222359987769
31200,91.21659470548724,-49.49569539740534
31300,87.88888121123361,-49.65529319083337
31400,86.25070061305962,-49.84366913597182
31500,89.7283188281673,-49.84162902832031
31600,90.3688910928103,-49.91492084465405
31700,100.06727159141315,-49.76301635137879
31800,84.99363443875077,-49.94055111573474
31900,92.76925329170605,-49.741679503185914
32000,99.32176825079587,-49.721755528213954
32100,84.78551713546904,-49.77856679482035
32200,91.68102550034476,-49.72839963554156
32300,81.25096717683395,-49.88719011061262
32400,93.16414617783953,-49.74910498137521
32500,86.10069586026786,-49.795799179832535
32600,82.38410730173092,-49.93902399044226
32700,93.12089230754587,-49.81320534130134
32800,95.36778729032763,-49.77055268240447
32900,88.52132584789011,-49.77322176187345
33000,87.52860759272434,-49.868043276343016
33100,88.65200992621998,-49.89319882534518
33200,90.4157034005269,-49.881624202917116
33300,97.46569029175409,-49.691503468126356
33400,96.45497809778345,-49.620809309553394
33500,89.29822105464369,-49.804829474722986
33600,87.54015851256871,-49.753841702300726
33700,87.99266442686024,-49.714991730038484
33800,95.17296674700067,-49.66345494336421
33900,91.8955754478379,-49.71586310509408
34000,81.9705858443043,-49.68425992455813
34100,88.00264452471592,-49.54300882320593
34200,86.57756428671355,-49.62630908323987
34300,98.2747513917413,-49.35696819041035
34400,92.41961581636183,-49.436956726678524
34500,85.25103770624293,-49.470330266669244
34600,78.40004846365144,-49.64166233327129
34700,92.72561323524701,-49.403589116464744
34800,85.84746397839915,-49.42168124359433
34900,86.63135102715823,-49.52116329835193
35000,88.55757845982467,-49.400758308939416
35100,83.53404875084905,-49.30215000870204
35200,96.15619104215415,-49.21386205087794
35300,88.3531728687853,-49.10082818966101
35400,89.05506119397607,-49.13866265929571
35500,75.75598236121753,-48.96236495216294
35600,87.27984245224755,-48.768330451285486
35700,80.52597123797577,-48.81610005444819
35800,86.38131419974978,-48.626606138625945
35900,96.69044917172725,-48.42931826752011
36000,84.41745564253023,-48.437936046335956
36100,82.45694124816669,-48.31860853893922
36200,77.81630394718435,-48.32461211704972
36300,80.81914579042113,-48.24242778815845
36400,81.18544813666013,-48.14388335577332
36500,83.13598584892726,-48.15724986614567
36600,78.03891587021327,-48.069212771878384
36700,83.02394338173441,-47.89175792731861
36800,87.80431766321163,-47.854074950265414
36900,88.01228907556818,-47.774234394035716
37000,81.83213223561202,-47.672337560370416
37100,77.6050594065449,-47.71420850848207
37200,81.93366124842427,-47.65591577964254
37300,83.21412560019162,-47.53571262926158
37400,81.31597178525264,-47.52866846972173
